_time,content,子串类型明细,子串类型模式,模式长度,是否包含中文,切分的结果,切分后的长度,event_key,EventId,EventTemplate,star_ratio,Occurrences,ParameterList
2021-07-29T10:44:40.593+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,604,['正在运行']
2021-07-29T10:44:40.592+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,360,['停止']
2021-07-29T10:44:40.563+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,605,['停止']
2021-07-29T10:44:40.563+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,361,['正在运行']
2021-07-29T10:44:40.563+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,606,['正在运行']
2021-07-29T10:44:40.562+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,607,['停止']
2021-07-29T10:44:40.562+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,608,['正在运行']
2021-07-29T10:44:40.561+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,362,['停止']
2021-07-29T10:44:40.530+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,609,['停止']
2021-07-29T10:44:40.530+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,610,['正在运行']
2021-07-29T10:44:40.530+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,611,['停止']
2021-07-29T10:44:40.530+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,363,['正在运行']
2021-07-29T10:44:40.530+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,612,['正在运行']
2021-07-29T10:44:40.529+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,364,['停止']
2021-07-29T10:44:40.495+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,613,['停止']
2021-07-29T10:44:40.495+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,614,['正在运行']
2021-07-29T10:44:40.495+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,615,['停止']
2021-07-29T10:44:40.495+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,365,['正在运行']
2021-07-29T10:44:40.495+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,616,['正在运行']
2021-07-29T10:44:40.467+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,366,['停止']
2021-07-29T10:44:40.465+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,617,['停止']
2021-07-29T10:44:40.465+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,367,['正在运行']
2021-07-29T10:44:40.465+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,618,['正在运行']
2021-07-29T10:44:40.464+0800,Windows Error Reporting Service 服务处于 停止 状态。,-,-,-,-,-,-,-,73,Windows Error Reporting Service   服务处于   <<*>>   状态 。,-,7,['停止']
2021-07-29T10:44:40.464+0800,Windows Error Reporting Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,73,Windows Error Reporting Service   服务处于   <<*>>   状态 。,-,8,['正在运行']
2021-07-29T10:44:40.464+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,619,['停止']
2021-07-29T10:44:40.464+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,620,['正在运行']
2021-07-29T10:44:40.421+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,368,['停止']
2021-07-29T10:44:40.419+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,621,['停止']
2021-07-29T10:44:40.419+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,369,['正在运行']
2021-07-29T10:44:40.419+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,622,['正在运行']
2021-07-29T10:44:40.418+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,623,['停止']
2021-07-29T10:44:40.418+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,624,['正在运行']
2021-07-29T10:44:40.389+0800,Virtual Disk 服务处于 停止 状态。,-,-,-,-,-,-,-,74,Virtual Disk   服务处于   <<*>>   状态 。,-,15,['停止']
2021-07-29T10:44:40.389+0800,服务停止。,-,-,-,-,-,-,-,75,服务 <<*>> 。,-,15,['停止']
2021-07-29T10:44:40.389+0800,Virtual Disk 服务处于 正在运行 状态。,-,-,-,-,-,-,-,74,Virtual Disk   服务处于   <<*>>   状态 。,-,16,['正在运行']
2021-07-29T10:44:40.389+0800,服务开始。,-,-,-,-,-,-,-,75,服务 <<*>> 。,-,16,['开始']
2021-07-29T10:44:40.389+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,370,['正在运行']
2021-07-29T10:44:40.388+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,371,['停止']
2021-07-29T10:44:40.387+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,372,['停止']
2021-07-29T10:44:40.360+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,625,['停止']
2021-07-29T10:44:40.360+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,626,['正在运行']
2021-07-29T10:44:40.360+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,627,['停止']
2021-07-29T10:44:40.360+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,373,['正在运行']
2021-07-29T10:44:40.360+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,628,['正在运行']
2021-07-29T10:44:40.359+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,374,['停止']
2021-07-29T10:44:40.358+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,375,['正在运行']
2021-07-29T10:44:40.357+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,376,['停止']
2021-07-29T10:44:40.330+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,629,['停止']
2021-07-29T10:44:40.330+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,377,['正在运行']
2021-07-29T10:44:40.330+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,630,['正在运行']
2021-07-29T10:44:40.329+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,631,['停止']
2021-07-29T10:44:40.329+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,632,['正在运行']
2021-07-29T10:44:40.328+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,378,['停止']
2021-07-29T10:44:40.295+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,633,['停止']
2021-07-29T10:44:40.295+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,379,['正在运行']
2021-07-29T10:44:40.295+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,634,['正在运行']
2021-07-29T10:44:40.294+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,380,['停止']
2021-07-29T10:44:40.294+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,635,['停止']
2021-07-29T10:44:40.294+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,636,['正在运行']
2021-07-29T10:44:40.265+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,637,['停止']
2021-07-29T10:44:40.265+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,638,['正在运行']
2021-07-29T10:44:40.265+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,639,['停止']
2021-07-29T10:44:40.265+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,381,['正在运行']
2021-07-29T10:44:40.265+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,640,['正在运行']
2021-07-29T10:44:40.263+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,382,['停止']
2021-07-29T10:44:40.235+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,641,['停止']
2021-07-29T10:44:40.235+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,383,['正在运行']
2021-07-29T10:44:40.235+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,642,['正在运行']
2021-07-29T10:44:40.234+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,643,['停止']
2021-07-29T10:44:40.234+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,644,['正在运行']
2021-07-29T10:44:40.233+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,384,['停止']
2021-07-29T10:44:40.203+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,645,['停止']
2021-07-29T10:44:40.203+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,385,['正在运行']
2021-07-29T10:44:40.203+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,646,['正在运行']
2021-07-29T10:44:40.202+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,647,['停止']
2021-07-29T10:44:40.202+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,648,['正在运行']
2021-07-29T10:44:40.201+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,386,['停止']
2021-07-29T10:44:40.172+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,649,['停止']
2021-07-29T10:44:40.172+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,387,['正在运行']
2021-07-29T10:44:40.172+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,650,['正在运行']
2021-07-29T10:44:40.171+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,651,['停止']
2021-07-29T10:44:40.171+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,652,['正在运行']
2021-07-29T10:44:40.144+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,388,['停止']
2021-07-29T10:44:40.142+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,653,['正在运行']
2021-07-29T10:44:40.141+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,654,['正在运行']
2021-07-29T10:44:40.141+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,655,['停止']
2021-07-29T10:44:40.141+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,389,['正在运行']
2021-07-29T10:44:40.109+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,656,['停止']
2021-07-29T10:44:40.108+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,390,['停止']
2021-07-29T10:44:40.107+0800,终端服务器安全层在协议流中检测到错误，并已取消客户端连接。 客户端 IP: 192.168.100.132。,-,-,-,-,-,-,-,77,终端服务器 安全 层 在 协议 流中 检测 到 错误 ， 并 已 取消 客户端 连接 。   客户端   IP :   192.168.100.132 。,-,11,[]
2021-07-29T10:44:40.107+0800,生成以下严重警告: 10。内部错误状态为 1203。,-,-,-,-,-,-,-,76,生成 以下 严重 警告 :   10 。 内部 错误 状态 为   1203 。,-,15,[]
2021-07-29T10:44:40.107+0800,终端服务器安全层在协议流中检测到错误，并已取消客户端连接。 客户端 IP: 192.168.100.132。,-,-,-,-,-,-,-,77,终端服务器 安全 层 在 协议 流中 检测 到 错误 ， 并 已 取消 客户端 连接 。   客户端   IP :   192.168.100.132 。,-,12,[]
2021-07-29T10:44:40.105+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,657,['停止']
2021-07-29T10:44:40.105+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,391,['正在运行']
2021-07-29T10:44:40.105+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,658,['正在运行']
2021-07-29T10:44:40.079+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,659,['停止']
2021-07-29T10:44:40.079+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,660,['正在运行']
2021-07-29T10:44:40.078+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,392,['停止']
2021-07-29T10:44:40.076+0800,Background Intelligent Transfer Service 服务的启动类型从 按需启动 更改为 自动启动。,-,-,-,-,-,-,-,78,Background Intelligent Transfer Service   服务的启动类型从   <<*>>   更改为   <<*>> 。,-,14,"['按需启动', '自动启动']"
2021-07-29T10:44:40.076+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,393,['正在运行']
2021-07-29T10:44:40.048+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,661,['停止']
2021-07-29T10:44:40.048+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,662,['正在运行']
2021-07-29T10:44:40.048+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,663,['停止']
2021-07-29T10:44:40.048+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,664,['正在运行']
2021-07-29T10:44:40.047+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,394,['停止']
2021-07-29T10:44:40.047+0800,系统启动时间为 1643124 秒。,-,-,-,-,-,-,-,79,系统启动 时间 为   <<*>>   秒 。,-,13,['1643124']
2021-07-29T10:44:40.047+0800,系统启动时间为 36246778 秒。,-,-,-,-,-,-,-,79,系统启动 时间 为   <<*>>   秒 。,-,14,['36246778']
2021-07-29T10:44:40.019+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,665,['停止']
2021-07-29T10:44:40.019+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,395,['正在运行']
2021-07-29T10:44:40.019+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,666,['正在运行']
2021-07-29T10:44:40.019+0800,Background Intelligent Transfer Service 服务的启动类型从 自动启动 更改为 按需启动。,-,-,-,-,-,-,-,78,Background Intelligent Transfer Service   服务的启动类型从   <<*>>   更改为   <<*>> 。,-,15,"['自动启动', '按需启动']"
2021-07-29T10:44:40.018+0800,打印机 Microsoft Print to PDF 所需的驱动程序 Microsoft Print To PDF 未知。登录之前，请与管理员联系，安装驱动程序。,-,-,-,-,-,-,-,80,打印机   <<*>>   所 需 的 驱动程序   <<*>>   未知 。 登录 之前 ， 请 与 管理员 联系 ， 安装 驱动程序 。,-,64,"['Microsoft Print to PDF', 'Microsoft Print To PDF']"
2021-07-29T10:44:40.018+0800,打印机 Adobe PDF 所需的驱动程序 Adobe PDF Converter 未知。登录之前，请与管理员联系，安装驱动程序。,-,-,-,-,-,-,-,80,打印机   <<*>>   所 需 的 驱动程序   <<*>>   未知 。 登录 之前 ， 请 与 管理员 联系 ， 安装 驱动程序 。,-,65,"['Adobe PDF', 'Adobe PDF Converter']"
2021-07-29T10:44:40.018+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,667,['停止']
2021-07-29T10:44:40.018+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,668,['正在运行']
2021-07-29T10:44:40.017+0800,打印机 发送至 OneNote 16 所需的驱动程序 Send to Microsoft OneNote 16 Driver 未知。登录之前，请与管理员联系，安装驱动程序。,-,-,-,-,-,-,-,93,打印机   发送至   OneNote 16   所需的驱动程序   Send to Microsoft OneNote 16 Driver   未知 。 登录之前 ， 请与管理员联系 ， 安装驱动程序 。,-,10,[]
2021-07-29T10:44:40.017+0800,打印机 Microsoft XPS Document Writer 所需的驱动程序 Microsoft XPS Document Writer v4 未知。登录之前，请与管理员联系，安装驱动程序。,-,-,-,-,-,-,-,80,打印机   <<*>>   所 需 的 驱动程序   <<*>>   未知 。 登录 之前 ， 请 与 管理员 联系 ， 安装 驱动程序 。,-,66,"['Microsoft XPS Document Writer', 'Microsoft XPS Document Writer v4']"
2021-07-29T10:44:40.016+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,396,['停止']
2021-07-29T10:44:39.988+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,669,['停止']
2021-07-29T10:44:39.988+0800,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。,-,-,-,-,-,-,-,72,WinHTTP Web Proxy Auto-Discovery Service   服务处于   <<*>>   状态 。,-,397,['正在运行']
2021-07-29T10:44:39.988+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,670,['正在运行']
2021-07-29T10:44:39.987+0800,Google 更新服务 (gupdate) 服务处于 停止 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,671,['停止']
2021-07-29T10:44:39.987+0800,Google 更新服务 (gupdate) 服务处于 正在运行 状态。,-,-,-,-,-,-,-,71,Google   更新服务   (gupdate)   服务处于   <<*>>   状态 。,-,672,['正在运行']
2021-07-29T10:44:39.986+0800,Application Information 服务处于 正在运行 状态。,-,-,-,-,-,-,-,100,Application Information   服务处于   正在运行   状态 。,-,1,[]
